,A,B,C,D,E,F
4726,22,11,8,2,14,17
4727,3,1,8,7,16,15
4728,6,9,16,7,8,19
4729,5,17,7,18,24,20
4730,23,24,19,22,10,4
4731,18,12,24,19,5,17
4732,15,18,24,19,2,7
4733,14,6,5,18,7,24
4734,18,24,10,6,20,16
4735,5,21,1,12,18,13
4736,3,23,7,21,13,10
4737,9,14,1,2,15,20
4738,1,24,23,21,3,7
4739,17,6,10,19,15,7
4740,17,21,5,23,2,11
4741,14,16,17,1,9,2
4742,18,15,10,13,9,6
4743,13,17,7,24,1,21
4744,20,18,10,4,3,19
4745,24,8,12,20,10,22
4746,23,21,3,24,14,22
4747,3,20,24,17,4,18
4748,9,23,20,21,8,3
4749,6,14,19,22,11,21
4750,23,15,17,22,16,21
4751,5,21,14,24,16,8
4752,9,21,11,18,24,8
4753,13,4,15,11,23,24
4754,5,14,12,16,6,10
4755,22,16,3,17,12,2
4756,21,12,13,11,14,4
4757,6,16,8,23,2,7
4758,2,4,24,19,22,3
4759,24,1,3,15,7,4
4760,11,18,24,23,3,6
4761,3,2,15,12,4,10
4762,3,13,1,12,10,6
4763,13,1,16,11,2,9
4764,13,4,17,6,9,20
4765,23,7,11,5,17,4
4766,4,3,20,16,22,1
4767,12,18,24,10,23,19
4768,8,9,23,15,13,10
4769,23,20,18,7,9,10
4770,22,24,14,20,9,13
4771,18,13,4,10,12,19
4772,22,5,10,1,18,23
4773,15,22,1,6,13,17
4774,16,7,5,4,8,14
4775,1,18,21,16,19,12
4776,1,20,4,18,16,24
4777,24,17,4,16,6,14
4778,24,7,15,10,19,4
4779,8,10,11,17,19,16
4780,5,20,10,4,1,11
4781,18,4,13,11,15,21
4782,18,15,21,3,5,24
4783,17,2,11,21,8,20
4784,16,8,4,14,1,5
4785,6,9,4,17,3,22
4786,15,10,18,12,17,24
4787,24,8,23,17,5,13
4788,17,21,12,14,2,13
4789,18,6,19,1,12,10
4790,6,4,21,2,9,20
4791,6,20,11,13,14,10
4792,3,18,14,22,1,12
4793,19,23,21,10,16,17
4794,4,3,17,21,12,2
4795,14,17,3,2,1,7
4796,13,1,5,22,16,17
4797,7,18,17,8,14,10
4798,17,2,20,3,14,5
4799,2,6,3,9,19,21
4800,10,12,13,21,7,9
4801,11,14,18,7,21,20
4802,19,3,22,21,17,16
4803,2,21,10,20,9,16
4804,18,23,11,14,17,6
4805,4,1,8,23,12,13
4806,23,7,10,2,6,21
4807,23,11,9,4,3,22
4808,19,21,18,23,15,20
4809,17,21,5,3,13,18
4810,10,4,8,14,15,20
4811,24,15,23,7,20,10
4812,16,15,23,11,6,24
4813,15,17,11,13,7,9
4814,14,22,19,1,2,9
4815,22,14,11,23,16,10
4816,2,3,7,17,18,12
4817,11,15,3,1,22,17
4818,2,14,23,19,22,17
4819,4,8,2,16,7,9
4820,22,3,21,8,1,14
4821,23,14,7,3,2,16
4822,16,8,19,11,9,15
4823,8,2,10,16,17,20
4824,24,17,23,8,2,3
4825,8,5,22,10,1,9
4826,18,14,10,11,6,23
4827,21,1,18,16,5,7
4828,6,9,19,2,23,24
4829,10,19,8,13,11,20
4830,22,15,1,10,21,23
4831,1,19,3,8,7,22
4832,4,16,8,24,22,20
4833,18,15,21,5,6,20
4834,21,18,24,23,9,8
4835,5,13,8,14,23,9
4836,5,15,18,8,4,2
4837,10,5,9,17,20,19
4838,7,5,23,24,22,14
4839,2,10,6,15,3,22
4840,2,12,23,5,3,9
4841,20,4,22,5,17,7
4842,15,20,2,24,13,16
4843,21,10,17,11,22,24
4844,20,15,16,5,8,18
4845,22,20,13,18,11,9
4846,24,16,8,5,15,19
4847,2,9,21,16,23,17
4848,11,13,10,15,18,5
4849,9,7,4,18,1,14
4850,16,13,10,22,4,19
4851,17,3,14,7,20,24
4852,7,19,24,5,22,23
4853,6,12,16,22,3,10
4854,12,21,20,6,4,1
4855,20,19,9,17,7,11
4856,17,15,18,16,23,8
4857,13,19,15,2,7,18
4858,23,20,22,5,9,19
4859,19,15,17,18,11,21
4860,17,8,4,5,9,1
4861,4,16,5,18,24,23
4862,1,23,15,14,7,2
4863,22,11,4,10,1,17
4864,8,3,7,11,10,23
4865,19,7,16,18,12,14
4866,5,12,23,20,18,13
4867,15,13,11,19,22,3
4868,20,9,18,2,24,13
4869,8,13,16,18,3,24
4870,15,21,20,18,13,2
4871,19,12,21,17,24,15
4872,21,18,13,14,4,8
4873,24,14,4,19,12,8
4874,1,17,9,18,5,15
4875,18,3,23,19,9,5
4876,2,16,15,13,5,10
4877,20,13,3,15,21,6
4878,11,1,12,2,4,20
4879,24,6,8,14,20,11
4880,4,23,13,22,9,19
4881,22,23,7,18,15,5
4882,9,21,8,16,10,12
4883,5,16,19,18,2,21
4884,22,14,10,6,11,20
4885,1,3,13,21,6,14
4886,16,19,22,5,4,11
4887,23,22,4,17,10,18
4888,4,2,13,8,16,15
4889,12,6,3,20,15,19
4890,20,23,19,16,7,14
4891,17,7,24,20,13,3
4892,13,9,3,14,4,18
4893,12,18,3,5,20,4
4894,2,7,23,24,12,10
4895,9,24,10,2,16,6
4896,19,24,22,6,15,11
4897,9,17,19,22,18,3
4898,12,6,5,3,22,18
4899,21,4,6,11,12,9
4900,13,15,19,10,12,20
4901,9,16,21,5,11,15
4902,12,2,6,3,17,8
4903,17,23,9,12,21,18
4904,7,13,17,11,6,9
4905,1,3,13,5,10,22
4906,13,11,19,14,21,16
4907,6,15,13,5,19,1
4908,8,9,14,10,19,5
4909,3,17,18,1,24,12
4910,21,4,2,13,22,1
4911,16,12,2,6,18,21
4912,9,5,2,12,19,14
4913,7,20,19,10,16,5
4914,17,16,2,15,6,7
4915,19,6,12,3,4,13
4916,17,13,12,2,24,7
4917,14,19,7,18,1,2
4918,23,18,10,13,12,14
4919,12,18,21,22,11,3
4920,9,2,8,5,17,10
4921,24,19,21,9,14,11
4922,4,22,3,20,1,11
4923,1,10,15,5,6,9
4924,21,1,6,11,19,13
4925,7,16,20,10,22,19
4926,7,22,16,17,12,24
4927,5,15,17,19,24,7
4928,3,1,7,14,4,18
4929,10,15,5,1,11,19
4930,3,8,1,4,6,16
4931,15,11,7,22,3,23
4932,16,12,7,14,21,3
4933,22,2,14,21,13,10
4934,10,1,4,6,20,3
4935,13,12,19,2,3,6
4936,1,13,19,17,4,3
4937,21,4,12,10,5,15
4938,12,1,9,17,8,5
4939,19,21,8,17,23,4
4940,20,10,22,3,13,15
4941,21,18,13,3,5,8
4942,3,20,22,7,4,18
4943,8,20,6,23,15,14
4944,4,10,16,15,22,3
4945,8,9,14,7,3,2
4946,20,4,2,17,11,8
4947,23,14,21,12,2,1
4948,20,22,4,17,10,21
4949,10,21,15,14,4,16
4950,17,13,16,3,19,18
4951,16,14,19,17,23,6
4952,9,1,18,8,7,15
4953,2,13,1,7,18,5
4954,12,17,4,10,9,15
4955,4,11,9,8,15,2
4956,5,20,16,15,6,8
4957,8,15,14,2,21,13
4958,24,6,17,10,12,7
4959,15,21,23,9,22,3
4960,22,3,1,16,8,12
4961,2,12,18,20,19,13
4962,21,10,9,12,13,3
4963,8,10,7,18,16,21
4964,18,14,17,6,5,23
4965,8,22,6,19,12,10
4966,6,3,9,5,1,2
4967,12,4,21,23,1,10
4968,4,21,2,16,8,3
4969,15,7,19,22,24,18
4970,8,10,18,22,19,6
4971,14,21,15,20,11,5
4972,12,15,24,3,2,7
4973,12,23,11,7,19,15
4974,16,18,3,21,9,5
4975,4,15,12,16,6,13
4976,6,11,1,18,14,2
4977,17,5,24,18,15,9
4978,15,17,7,11,20,10
4979,13,5,17,14,2,22
4980,10,22,6,24,3,13
4981,10,6,17,11,2,3
4982,5,1,19,24,22,21
4983,16,5,15,10,19,8
4984,18,23,20,19,16,9
4985,13,5,12,11,7,8
4986,15,14,22,7,5,16
4987,17,23,7,22,2,14
4988,11,12,13,2,18,8
4989,4,20,22,18,8,3
4990,21,6,22,2,23,1
4991,6,14,11,19,4,18
4992,10,6,16,20,23,5
4993,15,10,7,5,11,14
4994,24,2,19,21,17,8
4995,14,16,13,17,6,9
4996,22,6,11,19,16,12
4997,6,5,14,22,16,17
4998,16,1,7,19,12,23
4999,1,14,18,22,7,15
