,A,B,C,D,E,F,G,H,I,J,K,L
1763,5,26,22,25,14,1,10,12,35,24,16,6
1764,4,22,30,18,7,8,10,17,32,21,36,24
1765,17,26,10,34,35,13,3,36,18,27,11,31
1766,10,17,30,1,15,32,20,3,29,22,4,18
1767,13,1,11,17,18,31,16,5,27,25,10,29
1768,7,14,29,11,13,22,9,23,5,27,10,28
1769,20,30,3,1,16,32,7,10,9,28,35,11
1770,1,20,9,5,35,17,31,6,23,10,12,19
1771,2,27,32,18,19,10,7,9,35,11,16,31
1772,20,2,33,26,9,13,12,23,29,36,30,28
1773,13,35,17,24,36,4,6,20,26,29,34,32
1774,26,19,7,4,13,5,21,33,6,28,30,25
1775,6,26,21,2,30,32,36,31,11,34,28,10
1776,35,5,19,26,8,2,16,28,22,17,4,18
1777,30,33,4,29,13,8,7,25,20,23,21,22
1778,13,20,25,28,29,9,16,34,36,18,27,33
1779,1,22,34,6,29,17,30,13,36,10,5,9
1780,26,18,34,17,31,2,3,21,9,25,22,15
1781,18,34,3,12,2,13,4,23,27,25,30,9
1782,2,23,22,30,34,21,33,31,4,15,26,17
1783,31,33,5,10,11,35,18,20,17,24,34,9
1784,9,36,14,27,17,25,4,30,24,23,16,5
1785,20,26,27,33,10,25,14,9,16,21,31,13
1786,13,10,11,31,12,17,21,33,26,5,16,4
1787,26,5,17,16,25,13,8,33,4,2,29,31
1788,1,35,25,29,9,32,31,17,15,34,30,24
1789,26,17,19,23,6,29,21,12,28,35,13,1
1790,12,26,7,16,19,30,22,27,3,18,5,24
1791,6,2,36,21,18,3,10,28,24,16,20,35
1792,7,13,11,5,29,30,21,18,12,25,17,16
1793,21,18,36,33,31,30,3,4,19,29,22,11
1794,27,5,14,20,7,31,34,33,19,35,17,11
1795,12,29,18,19,34,4,1,3,27,5,7,11
1796,11,30,7,25,22,5,10,6,3,8,29,31
1797,3,31,20,35,12,32,7,30,25,5,22,36
1798,36,8,22,34,23,32,25,27,26,20,2,4
1799,2,26,27,3,21,15,7,34,22,25,13,23
1800,18,7,23,2,10,16,28,27,12,35,25,21
1801,4,19,8,31,17,5,23,12,33,35,26,14
1802,29,35,36,4,19,15,22,2,1,10,14,24
1803,11,9,3,14,21,35,23,27,28,34,10,30
1804,14,24,8,3,12,36,21,7,33,23,13,1
1805,36,32,17,21,26,13,33,24,9,4,6,10
1806,7,26,16,19,21,15,27,24,14,1,13,31
1807,9,29,2,1,15,18,23,12,3,31,19,20
1808,18,23,1,7,17,16,26,24,19,13,5,15
1809,2,32,5,28,9,14,30,16,29,4,18,7
1810,6,33,7,24,11,4,29,30,26,18,21,16
1811,34,17,22,27,12,36,18,1,20,32,7,21
1812,34,20,33,26,7,30,8,31,3,36,4,12
1813,4,32,3,26,36,35,27,19,34,14,10,11
1814,16,34,24,23,31,19,18,35,2,12,26,25
1815,26,12,31,30,35,2,19,11,34,23,33,25
1816,19,5,10,11,13,18,35,9,33,28,29,20
1817,34,31,21,15,32,24,5,9,3,13,25,11
1818,27,19,26,13,6,1,23,30,21,29,16,25
1819,33,10,29,8,36,22,14,20,28,7,24,30
1820,28,30,5,11,33,27,1,35,6,29,18,19
1821,30,2,5,4,23,21,6,35,33,22,8,27
1822,18,32,27,17,23,1,12,14,36,6,25,2
1823,23,30,10,2,25,26,15,35,31,17,21,3
1824,5,34,35,10,3,27,12,11,21,28,33,2
1825,17,34,12,22,29,3,11,36,14,27,19,8
1826,14,15,20,12,13,6,27,2,19,31,5,32
1827,29,23,1,35,31,7,28,24,17,15,36,13
1828,5,6,24,19,20,35,11,13,30,10,34,31
1829,31,20,6,29,27,17,28,18,22,5,13,7
1830,11,17,9,21,34,2,20,3,13,10,28,12
1831,12,36,18,1,2,29,14,22,33,28,19,34
1832,12,6,7,21,11,32,2,30,5,26,35,8
1833,3,34,26,24,14,1,33,7,4,12,23,6
1834,9,30,28,18,14,22,23,35,34,36,25,31
1835,28,32,23,29,14,10,25,16,3,1,33,18
1836,8,24,6,15,14,22,28,21,5,25,9,7
1837,20,18,11,32,30,13,24,6,12,7,1,33
1838,1,34,15,21,22,18,29,19,26,10,7,13
1839,28,10,31,18,21,3,14,32,26,5,8,33
1840,16,20,5,31,7,1,2,29,25,34,28,6
1841,23,31,35,8,17,34,19,32,10,5,36,21
1842,21,9,8,3,7,22,5,34,16,20,1,31
1843,6,35,22,16,14,27,2,7,20,26,1,9
1844,25,11,28,9,12,17,30,15,16,36,13,29
1845,14,19,24,27,11,18,30,28,4,12,13,29
1846,17,18,21,19,14,29,1,28,8,2,15,6
1847,13,36,8,33,20,30,24,10,31,21,22,34
1848,33,36,25,34,32,5,20,31,4,10,17,29
1849,1,6,16,26,21,19,18,20,31,24,10,35
1850,30,17,9,11,16,6,34,4,32,20,18,2
1851,25,20,27,8,18,19,7,11,29,32,26,17
1852,35,19,16,14,5,33,12,20,30,3,8,26
1853,2,28,36,23,32,10,18,25,3,19,22,16
1854,36,11,18,3,27,9,6,23,28,4,1,26
1855,4,9,23,21,5,22,27,34,17,8,29,10
1856,24,26,36,2,32,21,14,19,18,13,28,8
1857,23,35,27,36,31,15,26,30,6,25,18,12
1858,36,28,25,3,2,30,35,19,13,10,17,18
1859,10,5,26,27,16,2,23,4,21,28,8,17
1860,33,31,30,17,12,23,28,8,15,5,14,19
1861,29,32,8,21,31,13,6,35,36,5,19,27
1862,21,5,4,23,2,12,25,33,3,10,35,18
1863,25,11,32,24,31,21,17,26,3,8,33,6
1864,4,18,14,13,11,9,22,2,34,23,3,24
1865,9,7,35,3,16,15,36,33,23,34,25,2
1866,33,8,15,27,14,13,12,26,32,10,29,36
1867,20,8,21,15,23,18,14,36,30,25,24,11
1868,9,3,22,21,11,23,15,1,30,8,18,33
1869,4,22,10,36,20,33,8,5,27,1,29,21
1870,24,32,26,5,20,1,27,31,29,6,17,35
1871,22,1,32,33,7,28,24,21,16,10,34,25
1872,14,27,7,5,19,8,23,3,6,4,31,35
1873,8,4,5,27,13,14,32,2,12,15,3,33
1874,28,30,16,27,17,8,2,19,3,14,9,23
1875,33,10,12,16,13,20,31,30,4,21,35,5
1876,11,14,13,31,18,2,19,7,16,30,8,24
1877,11,28,23,31,25,32,30,27,2,35,17,34
1878,20,21,19,17,14,23,6,9,24,32,33,26
1879,27,13,24,9,12,1,14,15,20,29,8,21
1880,22,29,20,21,17,24,33,10,27,30,19,4
1881,26,1,9,5,10,35,31,8,23,18,33,21
1882,16,2,27,29,23,32,5,15,12,13,8,24
1883,16,19,24,12,17,13,34,31,1,28,11,32
1884,29,30,17,24,2,10,11,33,1,16,35,25
1885,30,32,27,11,19,33,20,3,35,1,17,10
1886,1,4,5,35,20,36,23,15,27,26,7,25
1887,24,6,8,23,34,7,33,3,25,22,10,15
1888,27,7,4,17,12,23,6,21,26,13,22,10
1889,2,16,5,35,32,18,13,36,19,25,24,33
1890,36,11,28,35,5,16,1,8,18,20,15,10
1891,36,26,24,9,35,1,29,2,30,28,31,7
1892,24,11,26,12,7,20,30,17,15,19,2,5
1893,31,13,26,14,16,9,12,3,20,1,36,22
1894,12,28,10,1,3,36,7,8,19,27,32,14
1895,9,8,3,27,15,14,35,2,24,25,13,10
1896,7,29,14,19,24,21,31,20,27,13,25,18
1897,13,4,21,16,17,27,24,12,18,6,33,2
1898,8,5,26,9,35,1,7,11,4,16,36,27
1899,36,28,30,26,1,23,32,24,14,5,12,20
1900,3,34,6,10,1,13,12,18,35,11,29,5
1901,11,26,4,36,1,5,23,22,12,13,16,19
1902,36,19,30,33,7,26,12,18,31,28,16,13
1903,31,1,26,32,15,29,10,20,36,23,17,11
1904,18,28,10,1,5,29,7,31,34,21,8,27
1905,6,30,26,20,1,14,16,24,4,23,9,36
1906,2,28,24,17,8,13,25,21,31,16,9,34
1907,8,28,15,16,30,36,12,33,2,5,6,10
1908,19,15,9,5,13,7,24,28,2,16,6,18
1909,10,24,1,4,30,27,14,11,33,25,20,22
1910,2,20,34,30,16,29,25,23,21,18,36,11
1911,17,28,15,20,25,9,34,12,26,36,10,3
1912,21,11,16,17,5,4,27,7,3,15,30,8
1913,3,1,31,9,36,25,33,34,18,35,30,4
1914,12,18,25,27,13,21,8,14,30,11,9,36
1915,15,6,20,24,9,31,25,2,21,1,28,3
1916,24,34,21,23,2,11,22,5,4,8,28,19
1917,12,18,2,11,27,30,34,13,20,25,4,33
1918,17,33,5,19,25,36,16,31,30,2,27,10
1919,13,6,32,4,35,30,22,9,24,10,26,28
1920,11,10,3,22,32,7,31,27,6,2,14,23
1921,3,16,32,34,4,10,19,22,11,30,27,15
1922,17,8,30,18,11,36,6,16,4,9,2,33
1923,17,30,26,24,22,14,23,3,36,7,27,32
1924,28,30,23,35,21,5,2,36,26,34,17,15
1925,17,19,7,27,29,34,9,21,11,35,30,18
1926,15,8,27,29,30,13,35,33,25,23,22,6
1927,26,27,30,16,21,33,19,36,18,29,10,32
1928,13,30,4,31,19,15,3,28,20,6,34,23
1929,28,33,25,29,32,3,16,24,12,10,9,17
1930,8,27,36,35,34,28,25,1,26,17,16,18
1931,21,17,27,22,2,24,29,4,33,8,14,7
1932,6,16,23,5,33,10,3,27,9,21,25,7
1933,5,29,25,9,15,16,12,21,19,6,14,26
1934,25,18,3,1,22,35,8,19,12,6,27,34
1935,2,36,30,4,22,25,23,13,3,27,17,10
1936,11,1,27,16,28,15,6,12,30,34,18,10
1937,7,9,14,27,31,17,34,2,35,21,20,12
1938,15,16,27,13,28,19,25,17,2,12,3,35
1939,25,29,4,17,28,2,21,9,11,22,32,30
1940,6,7,31,3,32,24,5,10,28,19,18,13
1941,32,7,17,21,27,15,20,12,28,29,31,19
1942,25,28,29,3,16,20,30,23,2,36,8,31
1943,13,27,23,9,25,19,6,30,32,34,35,21
1944,30,23,12,14,35,1,13,25,3,10,9,33
1945,15,9,31,16,19,35,21,12,14,28,23,22
1946,17,1,4,9,6,22,29,24,13,5,20,19
1947,32,33,11,28,20,5,27,24,23,29,16,4
1948,12,17,5,19,22,2,10,35,15,14,21,20
1949,5,27,34,19,3,17,9,2,24,26,16,35
1950,8,18,30,36,34,12,2,26,35,20,19,17
1951,18,31,8,20,7,13,34,27,21,28,14,1
1952,9,2,35,8,18,36,13,4,29,26,1,20
1953,10,22,25,26,8,13,24,32,17,34,5,35
1954,30,36,9,19,25,18,27,2,26,1,31,7
1955,35,14,32,13,21,30,12,20,34,27,26,15
1956,2,13,5,10,25,32,20,4,22,1,24,11
1957,22,7,11,14,16,29,20,26,33,13,34,12
1958,6,29,25,32,18,15,33,26,27,23,30,20
1959,12,23,35,20,15,30,26,28,6,10,18,17
1960,29,25,24,27,6,23,19,2,36,22,10,30
1961,34,33,18,27,16,5,24,20,22,4,13,17
1962,5,34,12,29,14,35,28,19,24,4,15,1
1963,35,26,27,23,6,32,20,3,12,24,29,2
1964,15,2,23,10,7,13,30,17,28,18,5,12
1965,23,22,36,13,11,14,7,20,21,8,34,17
1966,12,30,2,20,9,7,4,11,19,18,10,35
1967,22,13,25,20,9,36,30,14,7,29,33,1
1968,15,33,11,24,28,6,23,21,29,17,31,12
1969,17,35,4,13,7,8,9,27,14,10,15,34
1970,20,16,26,12,5,6,11,13,1,35,2,7
1971,36,28,26,30,32,2,3,22,8,29,1,23
1972,26,12,32,1,29,18,36,7,33,5,8,13
1973,28,25,13,11,22,5,34,4,33,14,31,32
1974,31,28,17,22,2,25,16,6,27,3,26,13
1975,11,16,31,19,6,14,22,7,36,17,2,1
1976,21,4,30,24,2,33,32,7,34,15,17,13
1977,29,35,20,32,15,18,5,9,21,23,27,13
1978,6,34,14,1,28,26,30,8,15,7,33,12
1979,11,31,8,9,6,3,5,27,2,33,18,4
1980,32,33,29,21,14,31,4,5,18,11,19,16
1981,24,27,31,13,35,4,23,25,16,26,6,1
1982,31,15,22,6,13,24,20,33,32,16,26,18
1983,26,22,31,28,2,13,33,30,15,27,19,35
1984,8,35,32,18,2,25,22,15,20,9,16,14
1985,6,4,16,31,14,32,13,36,7,24,11,19
1986,14,30,36,27,5,19,3,7,34,18,13,35
1987,33,15,4,6,21,2,7,18,20,1,35,17
1988,14,6,5,19,11,22,28,16,12,15,36,17
1989,14,10,6,33,18,8,22,32,7,5,30,19
1990,22,1,3,11,36,26,18,7,9,15,17,13
1991,13,33,5,34,4,32,7,11,20,23,16,17
1992,14,9,16,31,15,24,35,13,12,27,7,4
1993,15,12,3,22,26,33,14,10,27,36,19,4
1994,35,36,5,28,31,25,7,32,34,17,18,4
1995,20,6,5,1,26,8,31,3,7,33,34,19
1996,29,13,20,3,18,8,2,23,14,24,22,31
1997,29,8,13,20,22,26,10,1,32,7,15,19
1998,23,1,34,21,14,5,20,32,11,22,31,2
1999,21,24,23,29,33,14,22,15,16,28,35,11
2000,31,28,7,15,11,9,14,22,30,8,32,29
2001,15,17,5,35,28,19,14,27,23,11,3,7
2002,36,5,20,9,17,30,6,27,19,23,24,28
2003,27,32,2,33,34,9,21,7,5,3,19,22
2004,25,29,34,33,19,28,11,9,16,10,12,31
2005,4,17,34,20,15,27,33,36,14,10,21,16
2006,26,6,1,23,25,19,20,18,33,12,10,35
2007,1,24,35,31,22,36,4,23,20,3,15,8
2008,15,23,30,4,11,27,29,5,24,17,14,18
2009,8,10,3,12,5,1,29,28,14,2,4,26
2010,31,17,4,33,23,7,30,9,6,24,3,27
2011,27,32,16,7,19,33,10,1,17,29,2,28
2012,7,16,11,9,17,23,21,32,10,13,12,24
2013,11,2,10,23,34,3,27,33,5,28,20,21
2014,19,31,14,6,35,16,3,32,7,5,13,23
2015,12,31,4,17,36,21,15,28,13,5,6,29
2016,26,12,25,20,33,34,18,5,21,17,35,8
2017,25,35,26,14,2,12,33,20,22,5,3,24
2018,32,19,16,2,18,20,34,27,35,7,4,24
2019,8,25,36,26,12,18,22,6,7,29,2,10
2020,7,20,29,11,8,4,13,36,3,32,24,18
2021,34,19,5,33,35,9,23,8,6,16,17,3
2022,35,6,33,12,20,4,32,29,24,13,23,18
2023,24,36,32,9,18,21,30,23,31,35,3,16
2024,32,13,35,19,31,36,24,12,7,17,21,30
2025,11,12,33,19,5,1,25,13,30,31,29,2
2026,17,10,12,16,22,28,14,18,3,23,7,32
2027,30,23,16,6,25,33,28,5,19,20,1,13
2028,10,24,25,34,32,30,3,27,26,21,12,7
2029,20,15,9,25,26,35,21,18,13,33,17,16
2030,24,10,25,8,36,15,17,4,18,5,35,30
2031,6,35,29,25,14,31,34,1,26,7,8,15
2032,35,15,28,6,7,13,8,14,16,29,22,19
2033,22,8,14,13,11,28,18,1,35,32,36,6
2034,2,9,24,35,21,17,4,11,12,25,29,10
2035,23,20,9,14,13,29,15,10,16,24,4,26
2036,34,28,14,29,26,35,22,36,24,23,15,1
2037,31,13,9,24,33,32,5,22,2,35,16,36
2038,15,29,25,14,5,1,30,31,3,17,33,16
2039,2,35,18,9,24,33,20,16,15,32,27,3
2040,12,29,8,7,11,32,5,3,27,6,2,13
2041,13,10,4,1,29,30,5,27,24,12,21,11
2042,29,1,6,17,36,11,4,20,12,31,28,18
2043,30,21,31,36,10,3,33,27,7,14,12,2
2044,8,9,34,12,23,30,33,2,32,1,25,31
2045,14,29,35,32,15,27,10,36,2,11,5,7
2046,34,8,24,36,21,3,27,31,33,10,2,20
2047,10,14,7,25,5,15,34,21,23,1,31,30
2048,5,31,19,30,13,34,32,11,36,15,14,9
2049,22,18,31,10,25,7,11,14,36,4,33,24
2050,18,12,20,25,16,31,27,11,10,17,35,26
2051,25,24,28,26,10,29,11,18,32,7,31,23
2052,35,26,8,16,5,19,12,31,32,28,10,4
2053,19,25,20,16,8,21,35,27,36,22,2,15
2054,10,26,35,4,17,19,25,22,28,29,30,12
2055,34,3,36,9,30,10,8,32,2,20,33,7
2056,14,26,17,36,13,32,7,9,34,2,12,6
2057,10,1,29,6,33,27,22,36,4,3,35,25
2058,12,1,5,21,33,2,20,7,22,11,28,17
2059,3,16,17,6,24,10,20,32,11,4,34,21
2060,33,26,21,3,23,30,8,15,29,24,18,14
2061,29,24,10,18,7,28,31,36,14,5,12,1
2062,16,4,6,20,28,32,18,9,19,15,17,7
2063,13,33,29,32,8,5,25,21,10,3,17,24
2064,2,36,17,32,35,20,14,27,25,34,29,30
2065,18,32,7,1,11,35,5,9,21,33,4,8
2066,8,13,4,36,27,18,20,10,16,9,6,26
2067,33,2,13,16,11,36,32,28,12,29,20,14
2068,9,20,31,23,25,21,28,17,22,27,13,2
2069,5,2,28,1,23,21,26,25,8,14,22,35
2070,24,32,1,16,27,2,3,35,7,26,19,18
2071,2,3,16,28,33,10,12,27,13,6,35,31
2072,7,24,32,23,20,35,28,19,4,30,14,18
2073,13,34,21,28,9,22,15,25,8,33,29,24
2074,25,34,9,8,22,15,1,17,10,13,30,23
2075,16,3,18,35,11,15,31,29,2,10,32,9
2076,36,33,29,21,11,35,5,32,19,34,20,15
2077,18,5,10,11,35,1,15,13,32,27,12,19
2078,35,29,16,15,25,13,11,3,1,6,36,10
2079,18,7,10,9,33,36,34,30,17,2,20,11
2080,33,35,23,19,22,1,20,21,10,14,36,32
2081,30,19,27,20,24,22,17,34,15,8,13,16
2082,26,36,1,16,20,9,11,25,30,15,23,24
2083,20,26,9,31,8,23,3,32,7,2,35,22
2084,9,10,32,29,24,22,21,19,15,34,7,3
2085,30,4,6,33,21,22,31,9,28,12,3,32
2086,4,35,18,19,31,14,34,20,1,28,8,10
2087,16,4,2,21,12,18,36,31,23,14,27,10
2088,34,33,16,7,29,18,22,2,15,26,11,23
2089,31,29,8,12,20,25,36,16,26,2,22,3
2090,25,12,17,19,31,6,4,13,10,20,11,29
2091,29,3,19,16,30,14,5,28,33,4,15,17
2092,17,31,18,14,24,4,25,13,22,27,20,35
2093,19,18,16,2,27,31,7,9,11,6,25,35
2094,15,33,11,4,30,5,21,27,16,2,6,14
2095,36,17,1,9,2,20,28,4,11,25,31,18
2096,26,9,34,17,7,18,11,28,1,23,12,22
2097,6,16,24,18,29,32,23,22,20,5,35,36
2098,3,16,23,4,6,20,24,19,33,34,11,31
2099,16,35,31,19,4,13,28,12,9,29,20,36
2100,7,36,11,17,19,27,12,8,16,31,4,13
2101,19,6,20,26,21,24,18,23,27,12,30,14
2102,7,24,4,31,15,26,9,6,14,12,8,13
2103,21,35,12,18,17,34,22,9,15,13,1,5
2104,16,11,25,30,32,21,10,7,3,5,17,29
2105,31,35,23,4,6,17,24,22,13,11,7,33
2106,18,15,4,10,29,16,27,35,26,36,17,11
2107,13,4,25,6,19,17,11,12,9,5,31,14
2108,21,22,20,8,4,7,35,23,34,24,27,26
2109,31,23,21,8,2,1,7,13,14,11,15,5
2110,14,18,1,2,9,27,15,30,17,13,10,32
2111,6,2,25,1,9,5,21,31,17,20,18,32
2112,20,27,32,12,21,9,10,33,14,16,13,29
2113,22,28,5,7,1,29,21,4,8,34,26,11
2114,36,22,15,11,1,8,29,35,13,16,21,19
2115,16,18,4,7,13,26,30,24,20,2,32,21
2116,2,19,20,9,29,8,6,21,4,26,1,13
2117,26,31,35,24,12,16,8,14,30,28,5,20
2118,33,21,20,23,32,17,10,35,2,22,28,5
2119,23,3,11,28,25,30,21,5,4,29,24,22
2120,1,5,3,27,21,6,23,36,20,16,31,10
2121,27,14,36,16,10,9,18,33,15,31,17,28
2122,12,36,30,5,4,1,28,19,11,27,2,32
2123,29,24,25,7,16,26,21,28,12,14,8,34
2124,12,8,3,36,31,5,13,30,21,11,17,23
2125,30,18,2,31,7,35,16,13,6,5,25,22
2126,29,1,24,16,22,3,34,2,21,31,10,36
2127,35,7,16,15,31,13,5,20,26,4,28,27
2128,29,36,33,34,15,14,9,16,13,25,17,18
2129,22,15,35,19,7,31,29,16,13,23,18,4
2130,33,10,21,29,36,35,34,12,15,28,32,22
2131,21,8,13,27,24,19,10,33,36,1,25,18
2132,16,9,11,15,23,5,34,35,17,27,33,14
2133,32,17,4,30,10,11,21,36,13,14,27,12
2134,24,17,8,21,11,15,32,18,7,26,25,14
2135,12,22,16,34,6,1,35,15,33,13,26,19
2136,33,19,17,36,5,26,27,25,14,10,2,9
2137,3,25,15,20,10,27,22,6,31,12,32,19
2138,36,18,28,9,4,11,15,17,6,3,25,29
2139,34,23,18,1,20,21,13,11,4,19,25,27
2140,7,21,8,34,10,22,32,18,35,4,31,28
2141,36,9,14,6,26,15,12,3,29,1,8,18
2142,3,18,36,25,31,8,19,24,27,9,7,11
2143,29,25,4,31,9,28,24,26,33,22,11,36
2144,25,4,9,32,7,6,12,29,8,10,2,16
2145,33,16,32,23,26,10,14,35,34,7,29,3
2146,26,33,16,13,5,9,7,4,10,14,30,23
2147,27,9,5,3,13,8,14,21,34,33,6,16
2148,6,17,32,8,23,19,9,18,11,21,25,12
2149,12,19,11,7,10,32,16,21,1,5,17,28
2150,1,3,27,6,25,35,12,20,22,26,31,16
2151,1,4,16,25,5,13,19,11,18,10,27,31
2152,29,31,28,32,20,22,14,18,24,11,16,25
2153,6,11,28,24,33,7,12,26,14,3,2,21
2154,20,32,23,13,6,17,27,7,31,2,21,5
2155,26,3,4,5,10,29,23,9,36,27,11,17
2156,33,16,32,20,6,18,2,36,8,12,3,4
2157,36,22,10,7,16,24,31,30,21,26,19,27
2158,31,25,28,26,17,13,21,34,1,36,29,3
2159,22,35,34,21,36,6,3,16,12,23,30,27
2160,11,28,25,1,16,33,3,18,13,32,15,22
2161,21,30,28,2,14,34,9,27,15,7,29,10
2162,35,25,17,10,6,32,29,20,28,18,12,8
2163,36,9,25,14,6,8,4,29,35,32,13,21
2164,22,14,18,33,8,1,27,21,10,25,5,23
2165,31,25,14,5,30,13,10,17,12,16,19,35
2166,30,23,24,19,7,2,17,6,32,10,14,4
2167,36,32,13,5,24,9,34,17,19,8,6,26
2168,22,7,18,17,24,32,2,6,20,9,29,33
2169,22,29,32,15,8,12,2,36,16,20,13,24
2170,35,12,36,34,6,3,11,10,14,8,23,18
2171,12,29,26,17,20,15,22,14,25,35,13,27
2172,35,9,7,31,26,28,3,16,33,4,20,1
2173,3,11,20,32,23,19,29,26,12,18,36,1
2174,31,27,22,16,4,23,36,10,29,13,35,20
2175,36,6,31,8,16,2,5,7,34,22,29,23
2176,19,16,24,22,23,9,3,36,13,12,20,5
2177,11,21,10,30,31,14,22,9,15,27,24,5
2178,21,35,22,19,14,6,32,33,10,24,11,20
2179,24,21,5,36,13,11,23,34,18,31,12,28
2180,21,23,26,34,22,13,36,32,30,19,18,20
2181,27,15,17,9,11,18,29,19,31,34,28,35
2182,12,35,2,33,14,36,27,25,26,29,1,16
2183,9,12,20,17,29,3,34,19,24,26,27,21
2184,1,16,26,9,32,36,30,12,23,4,33,19
2185,27,29,3,23,15,34,22,8,14,33,1,30
2186,21,3,22,33,7,23,1,5,35,19,16,29
2187,19,21,29,33,17,12,16,36,9,34,5,25
2188,16,9,10,27,15,7,31,26,32,23,8,18
2189,21,18,4,3,6,23,11,36,1,12,22,17
2190,19,23,17,24,25,1,11,7,18,8,21,4
2191,19,6,22,32,4,28,27,34,26,2,23,35
2192,23,4,5,26,32,19,31,24,18,25,8,3
2193,3,5,25,11,35,27,7,20,15,23,17,22
2194,24,14,1,26,29,21,2,25,11,9,27,12
2195,9,4,3,16,26,8,32,10,21,17,7,29
2196,33,2,4,13,9,26,34,25,22,35,17,12
2197,14,9,19,33,32,10,1,28,5,23,13,20
2198,13,18,34,10,3,27,36,29,26,19,11,23
2199,31,15,32,19,33,29,27,22,11,24,1,4
2200,7,17,10,30,22,18,16,33,23,5,24,8
2201,17,20,2,13,19,7,24,11,31,1,32,26
2202,10,21,1,22,35,34,19,26,30,12,20,13
2203,8,3,35,22,34,21,26,20,7,25,5,16
2204,13,23,19,31,34,1,14,4,26,18,7,9
2205,11,28,33,16,4,14,20,24,15,32,31,36
2206,21,4,1,2,26,36,20,10,22,18,7,19
2207,36,15,31,13,11,12,1,10,18,30,23,9
2208,12,16,27,29,11,17,3,19,9,30,14,20
2209,3,19,9,12,16,32,22,5,33,15,23,31
2210,25,26,36,1,30,3,7,15,2,4,31,10
2211,16,10,2,29,25,19,26,36,6,14,20,13
2212,34,27,21,3,18,35,4,17,33,11,30,9
2213,25,27,26,11,28,35,30,33,31,2,6,23
2214,36,12,23,30,8,22,27,19,32,3,35,5
2215,25,27,19,29,6,30,20,26,33,14,13,8
2216,20,21,14,18,1,35,4,8,24,5,22,30
2217,25,2,14,28,7,23,6,24,34,1,29,32
2218,13,21,6,4,7,29,3,30,32,33,28,31
2219,2,17,4,8,19,21,23,10,32,1,24,14
2220,10,3,34,2,6,33,36,30,20,27,25,4
2221,12,23,4,8,11,17,31,26,28,34,5,32
2222,9,32,13,14,7,2,17,1,25,31,26,34
2223,5,2,10,31,29,13,12,1,15,11,8,33
2224,7,10,23,11,1,29,17,4,21,13,28,34
2225,12,31,30,3,25,6,18,27,29,35,21,32
2226,29,25,34,17,28,7,20,24,12,10,30,11
2227,3,22,23,19,9,13,6,8,24,12,4,35
2228,12,26,15,27,29,4,1,9,3,13,25,24
2229,17,14,33,28,15,18,25,6,12,13,23,7
2230,32,27,10,30,35,8,15,23,31,17,16,24
2231,15,23,30,14,32,27,7,5,11,19,21,25
2232,5,6,8,3,36,12,25,23,16,17,34,22
2233,18,12,36,35,28,27,13,25,24,16,30,34
2234,25,18,19,20,3,15,4,17,24,30,22,27
2235,8,7,27,29,20,24,4,13,19,28,26,6
2236,31,28,22,11,33,18,14,16,21,4,24,9
2237,25,18,20,10,8,31,29,12,2,27,19,23
2238,9,15,26,3,14,33,4,35,22,23,8,19
2239,31,1,17,30,34,13,16,19,9,27,36,29
2240,8,33,23,9,29,22,6,1,14,16,34,4
2241,25,18,21,31,7,19,10,14,16,17,3,13
2242,36,33,5,20,18,21,4,32,30,11,1,28
2243,4,31,34,8,10,18,33,9,19,7,21,27
2244,34,15,14,4,29,22,11,26,33,36,27,10
2245,21,27,20,14,29,5,19,32,22,28,9,3
2246,24,18,9,30,22,10,28,13,35,12,34,29
2247,34,32,16,2,7,10,33,9,18,5,1,30
2248,13,20,35,28,2,31,4,16,33,14,26,7
2249,16,21,25,34,28,8,24,23,17,26,36,4
2250,10,29,2,3,6,36,27,8,28,31,25,35
2251,1,2,10,13,20,25,11,4,15,30,8,3
2252,24,30,34,22,1,19,35,10,3,13,8,14
2253,26,14,4,33,29,12,16,1,18,21,3,19
2254,28,36,32,8,2,20,26,21,4,15,27,16
2255,20,17,21,13,6,32,11,4,16,34,22,19
2256,28,26,18,13,10,29,7,30,35,3,19,31
2257,34,12,28,14,4,26,30,25,35,27,21,8
2258,11,2,14,3,13,1,23,18,16,35,5,31
2259,29,24,21,18,1,28,36,34,26,25,2,11
2260,5,21,9,19,25,20,12,32,6,18,15,31
2261,4,16,5,33,31,3,32,17,15,8,1,19
2262,17,1,3,32,34,25,22,35,5,18,8,9
2263,24,19,1,13,30,12,18,20,10,26,35,27
2264,14,32,23,7,13,29,1,31,8,18,25,28
2265,23,31,27,4,25,17,35,12,36,9,22,14
2266,16,28,29,15,27,19,3,22,10,6,31,30
2267,1,16,27,2,34,18,3,33,9,13,36,5
2268,7,27,25,2,5,3,36,31,26,30,9,29
2269,21,3,27,15,25,5,14,29,35,32,11,24
2270,29,34,36,8,16,12,25,13,3,33,11,35
2271,11,13,8,33,28,25,12,6,2,24,27,34
2272,33,9,16,15,23,20,28,6,1,17,30,10
2273,34,7,26,27,28,15,3,33,29,23,24,21
2274,3,6,1,35,15,4,36,10,13,16,26,5
2275,27,2,34,17,14,4,12,30,22,36,15,13
2276,3,5,28,35,11,26,10,1,24,17,12,9
2277,4,1,28,11,6,33,7,10,15,21,8,25
2278,21,3,26,28,34,25,7,36,23,10,16,4
2279,33,19,10,34,29,21,32,13,7,8,36,22
